video_path,label,duration,width,height,has_audio,has_video,size_bytes,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_130.mp4,1,23.497007,640,480,True,True,469820,0.03916167833333333,0.3333333333333333,0.4444444444444444,0.0093964,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_131.mp4,1,84.205011,480,480,True,True,1500507,0.140341685,0.25,0.4444444444444444,0.03001014,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_132.mp4,1,329.931995,854,480,True,True,12700596,0.5498866583333333,0.44479166666666664,0.4444444444444444,0.25401192,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_133.mp4,1,115.100998,854,480,True,True,3371970,0.19183499666666667,0.44479166666666664,0.4444444444444444,0.0674394,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_134.mp4,1,81.966009,854,480,True,True,1278280,0.136610015,0.44479166666666664,0.4444444444444444,0.0255656,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_135.mp4,1,197.763991,854,480,True,True,14725663,0.3296066516666667,0.44479166666666664,0.4444444444444444,0.29451326,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_136.mp4,1,87.146,854,480,True,True,1336521,0.14524333333333334,0.44479166666666664,0.4444444444444444,0.02673042,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_137.mp4,1,228.01,854,480,True,True,4104006,0.38001666666666667,0.44479166666666664,0.4444444444444444,0.08208012,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_138.mp4,1,131.764967,854,480,True,True,3543930,0.21960827833333335,0.44479166666666664,0.4444444444444444,0.0708786,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_139.mp4,1,72.120998,854,480,True,True,7054406,0.12020166333333333,0.44479166666666664,0.4444444444444444,0.14108812,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_14.mp4,1,167.957,854,480,True,True,3970839,0.27992833333333333,0.44479166666666664,0.4444444444444444,0.07941678,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_140.mp4,1,208.042,640,480,True,True,3624656,0.3467366666666667,0.3333333333333333,0.4444444444444444,0.07249312,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_141.mp4,1,137.415011,386,480,True,True,6032735,0.22902501833333333,0.20104166666666667,0.4444444444444444,0.1206547,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_142.mp4,1,167.6,488,480,True,True,3462750,0.2793333333333333,0.25416666666666665,0.4444444444444444,0.069255,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_143.mp4,1,59.333333,480,480,True,True,3024333,0.09888888833333334,0.25,0.4444444444444444,0.06048666,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_144.mp4,1,219.969,854,480,True,True,13462478,0.36661499999999997,0.44479166666666664,0.4444444444444444,0.26924956,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_145.mp4,1,13.167007,480,480,True,True,331798,0.021945011666666667,0.25,0.4444444444444444,0.00663596,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_146.mp4,1,58.63,480,480,True,True,1790108,0.09771666666666667,0.25,0.4444444444444444,0.03580216,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_147.mp4,1,150.14,,,True,False,1829098,0.2502333333333333,0.0,0.0,0.03658196,1.0,0.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_148.mp4,1,186.27,480,480,True,True,3636105,0.31045,0.25,0.4444444444444444,0.0727221,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_149.mp4,1,88.128,854,480,True,True,2535682,0.14688,0.44479166666666664,0.4444444444444444,0.05071364,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_15.mp4,1,52.360998,384,480,True,True,2319212,0.08726833,0.2,0.4444444444444444,0.04638424,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_150.mp4,1,41.508133,854,480,True,True,1911153,0.06918022166666667,0.44479166666666664,0.4444444444444444,0.03822306,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_151.mp4,1,297.858,854,480,True,True,16167510,0.49643,0.44479166666666664,0.4444444444444444,0.3233502,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_152.mp4,1,158.933,640,480,True,True,3944757,0.26488833333333334,0.3333333333333333,0.4444444444444444,0.07889514,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_153.mp4,1,179.605,854,480,True,True,4193057,0.2993416666666667,0.44479166666666664,0.4444444444444444,0.08386114,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_154.mp4,1,33.984,854,480,True,True,1192191,0.05664,0.44479166666666664,0.4444444444444444,0.02384382,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_155.mp4,1,121.649002,268,480,True,True,2915237,0.20274833666666667,0.13958333333333334,0.4444444444444444,0.05830474,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_156.mp4,1,217.525011,480,480,True,True,8280410,0.362541685,0.25,0.4444444444444444,0.1656082,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_157.mp4,1,131.434,854,480,True,True,2843064,0.21905666666666665,0.44479166666666664,0.4444444444444444,0.05686128,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_158.mp4,1,66.06,854,480,True,True,3598009,0.1101,0.44479166666666664,0.4444444444444444,0.07196018,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_159.mp4,1,40.931034,236,480,True,True,1890765,0.06821838999999999,0.12291666666666666,0.4444444444444444,0.0378153,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_16.mp4,1,129.002,854,480,True,True,4402896,0.21500333333333335,0.44479166666666664,0.4444444444444444,0.08805792,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_160.mp4,1,182.439184,640,480,True,True,3634668,0.3040653066666667,0.3333333333333333,0.4444444444444444,0.07269336,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_161.mp4,1,114.752993,854,480,True,True,7916977,0.19125498833333335,0.44479166666666664,0.4444444444444444,0.15833954,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_162.mp4,1,256.556557,854,480,True,True,4359350,0.42759426166666664,0.44479166666666664,0.4444444444444444,0.087187,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_163.mp4,1,120.906009,854,480,True,True,2719916,0.201510015,0.44479166666666664,0.4444444444444444,0.05439832,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_164.mp4,1,112.234,854,480,True,True,1819249,0.18705666666666665,0.44479166666666664,0.4444444444444444,0.03638498,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_165.mp4,1,330.189333,854,480,True,True,69357735,0.550315555,0.44479166666666664,0.4444444444444444,1.0,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_166.mp4,1,43.5,270,480,True,True,1614767,0.0725,0.140625,0.4444444444444444,0.03229534,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_167.mp4,1,174.613991,480,480,True,True,3015571,0.29102331833333334,0.25,0.4444444444444444,0.06031142,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_168.mp4,1,217.450567,854,480,True,True,4407570,0.3624176116666667,0.44479166666666664,0.4444444444444444,0.0881514,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_169.mp4,1,140.0,264,480,True,True,2903560,0.23333333333333334,0.1375,0.4444444444444444,0.0580712,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_17.mp4,1,18.166667,480,480,False,True,457948,0.030277778333333335,0.25,0.4444444444444444,0.00915896,0.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_170.mp4,1,197.4,428,480,True,True,3229213,0.329,0.22291666666666668,0.4444444444444444,0.06458426,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_171.mp4,1,172.988005,854,480,True,True,4374127,0.28831334166666667,0.44479166666666664,0.4444444444444444,0.08748254,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_172.mp4,1,114.848067,854,480,True,True,3035795,0.191413445,0.44479166666666664,0.4444444444444444,0.0607159,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_173.mp4,1,24.868005,480,480,True,True,1564369,0.041446675,0.25,0.4444444444444444,0.03128738,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_174.mp4,1,183.52,854,480,True,True,12575926,0.3058666666666667,0.44479166666666664,0.4444444444444444,0.25151852,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_175.mp4,1,33.135011,600,480,True,True,1439187,0.055225018333333334,0.3125,0.4444444444444444,0.02878374,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_176.mp4,1,5.376,640,480,True,True,332606,0.008960000000000001,0.3333333333333333,0.4444444444444444,0.00665212,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_177.mp4,1,144.59,908,480,True,True,2970859,0.24098333333333333,0.47291666666666665,0.4444444444444444,0.05941718,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_178.mp4,1,211.125,720,480,True,True,14851376,0.351875,0.375,0.4444444444444444,0.29702752,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_179.mp4,1,145.066667,854,480,True,True,7317609,0.24177777833333333,0.44479166666666664,0.4444444444444444,0.14635218,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_18.mp4,1,51.92,480,480,True,True,3046942,0.08653333333333334,0.25,0.4444444444444444,0.06093884,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_180.mp4,1,9.310998,854,480,True,True,739774,0.015518329999999999,0.44479166666666664,0.4444444444444444,0.01479548,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_181.mp4,1,23.707007,854,480,True,True,780579,0.039511678333333335,0.44479166666666664,0.4444444444444444,0.01561158,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_182.mp4,1,239.018,854,480,True,True,22140575,0.39836333333333335,0.44479166666666664,0.4444444444444444,0.4428115,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_183.mp4,1,9.868005,854,480,True,True,295367,0.016446675,0.44479166666666664,0.4444444444444444,0.00590734,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_184.mp4,1,45.0,854,480,True,True,1318426,0.075,0.44479166666666664,0.4444444444444444,0.02636852,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_185.mp4,1,216.77095,854,480,True,True,10412275,0.3612849166666667,0.44479166666666664,0.4444444444444444,0.2082455,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_186.mp4,1,248.198005,854,480,True,True,5932937,0.4136633416666667,0.44479166666666664,0.4444444444444444,0.11865874,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_187.mp4,1,46.025,1298,480,True,True,3608363,0.07670833333333334,0.6760416666666667,0.4444444444444444,0.07216726,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_188.mp4,1,145.066667,854,480,True,True,7559652,0.24177777833333333,0.44479166666666664,0.4444444444444444,0.15119304,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_189.mp4,1,105.279002,1038,480,True,True,3262551,0.17546500333333334,0.540625,0.4444444444444444,0.06525102,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_19.mp4,1,42.237007,384,480,True,True,2072662,0.07039501166666666,0.2,0.4444444444444444,0.04145324,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_190.mp4,1,185.557,854,480,True,True,7004014,0.30926166666666666,0.44479166666666664,0.4444444444444444,0.14008028,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_191.mp4,1,245.056,854,480,True,True,4398293,0.40842666666666666,0.44479166666666664,0.4444444444444444,0.08796586,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_192.mp4,1,220.053,854,480,True,True,3533756,0.366755,0.44479166666666664,0.4444444444444444,0.07067512,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_193.mp4,1,228.053,854,480,True,True,5027152,0.3800883333333333,0.44479166666666664,0.4444444444444444,0.10054304,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_194.mp4,1,222.058,854,480,True,True,3373694,0.37009666666666663,0.44479166666666664,0.4444444444444444,0.06747388,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_195.mp4,1,243.05,854,480,True,True,4555529,0.40508333333333335,0.44479166666666664,0.4444444444444444,0.09111058,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_196.mp4,1,284.693,854,480,True,True,6526626,0.4744883333333333,0.44479166666666664,0.4444444444444444,0.13053252,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_197.mp4,1,266.133,854,480,True,True,6002244,0.443555,0.44479166666666664,0.4444444444444444,0.12004488,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_198.mp4,1,211.349,854,480,True,True,3784158,0.35224833333333333,0.44479166666666664,0.4444444444444444,0.07568316,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_199.mp4,1,198.058,854,480,True,True,3261747,0.33009666666666665,0.44479166666666664,0.4444444444444444,0.06523494,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_2.mp4,1,129.16,600,480,True,True,2599689,0.21526666666666666,0.3125,0.4444444444444444,0.05199378,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_20.mp4,1,132.735,854,480,True,True,3613143,0.22122500000000003,0.44479166666666664,0.4444444444444444,0.07226286,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_200.mp4,1,247.514181,854,480,True,True,4531172,0.412523635,0.44479166666666664,0.4444444444444444,0.09062344,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_201.mp4,1,276.821,854,480,True,True,5493841,0.4613683333333334,0.44479166666666664,0.4444444444444444,0.10987682,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_202.mp4,1,160.064,854,480,True,True,2443608,0.2667733333333333,0.44479166666666664,0.4444444444444444,0.04887216,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_203.mp4,1,100.053,854,480,True,True,1845402,0.166755,0.44479166666666664,0.4444444444444444,0.03690804,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_204.mp4,1,154.048,854,480,True,True,2594551,0.2567466666666667,0.44479166666666664,0.4444444444444444,0.05189102,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_205.mp4,1,197.781,854,480,True,True,3467741,0.329635,0.44479166666666664,0.4444444444444444,0.06935482,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_206.mp4,1,160.042,854,480,True,True,2835018,0.2667366666666667,0.44479166666666664,0.4444444444444444,0.05670036,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_207.mp4,1,112.278946,854,480,True,True,1793004,0.1871315766666667,0.44479166666666664,0.4444444444444444,0.03586008,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_208.mp4,1,236.336336,854,480,True,True,4799947,0.3938938933333333,0.44479166666666664,0.4444444444444444,0.09599894,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_209.mp4,1,192.021,854,480,True,True,15102105,0.32003499999999996,0.44479166666666664,0.4444444444444444,0.3020421,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_21.mp4,1,190.848,854,480,True,True,21756686,0.31808000000000003,0.44479166666666664,0.4444444444444444,0.43513372,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_210.mp4,1,72.106,854,480,True,True,1195291,0.12017666666666665,0.44479166666666664,0.4444444444444444,0.02390582,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_211.mp4,1,223.923924,854,480,True,True,4086021,0.37320654,0.44479166666666664,0.4444444444444444,0.08172042,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_212.mp4,1,169.258,854,480,True,True,3404176,0.28209666666666666,0.44479166666666664,0.4444444444444444,0.06808352,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_213.mp4,1,98.6986,854,480,True,True,8776219,0.16449766666666665,0.44479166666666664,0.4444444444444444,0.17552438,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_214.mp4,1,37.5,854,480,True,True,2603457,0.0625,0.44479166666666664,0.4444444444444444,0.05206914,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_215.mp4,1,114.52,854,480,True,True,2069388,0.19086666666666666,0.44479166666666664,0.4444444444444444,0.04138776,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_216.mp4,1,221.4,316,480,True,True,3938254,0.369,0.16458333333333333,0.4444444444444444,0.07876508,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_217.mp4,1,126.2,854,480,True,True,2192673,0.21033333333333334,0.44479166666666664,0.4444444444444444,0.04385346,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_218.mp4,1,44.977007,272,480,True,True,1531797,0.07496167833333334,0.14166666666666666,0.4444444444444444,0.03063594,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_219.mp4,1,156.032,640,480,True,True,2689815,0.26005333333333336,0.3333333333333333,0.4444444444444444,0.0537963,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_22.mp4,1,154.97,480,480,True,True,5405915,0.2582833333333333,0.25,0.4444444444444444,0.1081183,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_220.mp4,1,85.565011,480,480,True,True,2120531,0.14260835166666666,0.25,0.4444444444444444,0.04241062,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_221.mp4,1,55.398,854,480,True,True,932974,0.09233000000000001,0.44479166666666664,0.4444444444444444,0.01865948,1.0,1.0
/home/voldmart/self_dec_hate/guard_binary_dataset/hate_videos/hate_video_222.mp4,1,250.965,854,480,True,True,4414444,0.418275,0.44479166666666664,0.4444444444444444,0.08828888,1.0,1.0
